-1.12421,-1.11423,-1.29367,-1.48349,-1.44886,-1.32666,-1.34959,-1.58007,-1.86698,-2.53196,-3.19008,-5.98352,-4.10695,-1.58973,-1.2167,-0.929204,,,,,,,,,
-1.35314,-1.43988,-1.60605,-1.61411,-1.53849,-1.26137,-1.37944,-1.6362,-1.8509,-2.14636,-2.82775,-6.20791,-4.07928,-1.46954,-1.1511,-0.929444,,,,,,,,,
-1.39354,-1.4924,-1.6281,-1.65803,-1.57528,-1.24994,-1.35702,-1.60697,-1.79761,-2.06209,-2.74406,-6.24221,-4.03151,-1.43524,-1.13619,-0.929984,,,,,,,,,
-1.45949,-1.55563,-1.69044,-1.72681,-1.61859,-1.23502,-1.32911,-1.56991,-1.86808,-1.96714,-2.63821,-5.54047,-3.06094,-5.10498,-3.41926,-3.65366,-3.81691,-4.20477,-4.61231,-4.73476,-4.26493,-3.60686,-1.36834,-1.13314,-0.946891
-1.54695,-1.56861,-1.76728,-1.81868,-1.69714,-1.22329,-1.30484,-1.38474,-1.50859,-1.79649,-1.80114,-2.24018,-2.20145,-2.39876,-2.55252,-2.45769,-2.53901,-2.3494,-2.48002,-3.65528,-6.3724,-3.60831,-1.31063,-1.0971,-0.94829
-1.82833,-2.0525,-2.00393,-2.16676,-1.97095,-1.23762,-1.25455,-1.31769,-1.41399,-1.67401,-1.67641,-1.81807,-1.69679,-1.73807,-1.76751,-1.80894,-1.88924,-2.44874,-1.91073,-2.45601,-6.19385,-3.51276,-1.29041,-1.08545,-0.948388
-2.28028,-2.35045,-2.16997,-2.42488,-2.08001,-1.1946,-1.22001,-1.27604,-1.35635,-1.59824,-1.59973,-1.66224,-1.53022,-1.55857,-1.58173,-1.61203,-1.61121,-2.24019,-1.63041,-2.33308,-6.27036,-3.95881,-1.29676,-1.08723,-0.950202
-2.38531,-2.50525,-2.38507,-2.65183,-2.42559,-1.18402,-1.19294,-1.31458,-1.38744,-1.53594,-1.56914,-1.49114,-1.43687,-1.47958,-1.45842,-1.50015,-1.50773,-1.85082,-1.69074,-2.42242,-6.48243,-4.1024,-1.29349,-1.08566,-0.951926
-2.35959,-2.55097,-2.69015,-2.71129,-2.51957,-1.14582,-1.17928,-1.28928,-1.35718,-1.4805,-1.40015,-1.36101,-1.3965,-1.37863,-1.42678,-1.41668,-1.48141,-1.42874,-1.61766,-2.36413,-6.65524,-4.07945,-1.29048,-1.08237,-0.952366
-2.33402,-2.59276,-2.61196,-2.72355,-2.51642,-1.14473,-1.15679,-1.24871,-1.31844,-1.41677,-1.3455,-1.3224,-1.32092,-1.29878,-1.35359,-1.34009,-1.40005,-1.34889,-1.55918,-2.28595,-6.73109,-3.98212,-1.27498,-1.07873,-0.950367
-2.28047,-2.43419,-2.58176,-2.72092,-2.65267,-2.35303,-1.48817,-1.23447,-1.14781,-1.16663,-1.13875,-1.13535,-1.16552,-1.24485,-1.24314,-1.21322,-1.27181,-1.27102,-1.46731,-2.20214,-6.8227,-3.89022,-2.8894,-0.95265025,-0.95265025
-2.23509,-2.39781,-2.56288,-2.71356,-2.68395,-2.49147,-1.5618,-1.28407,-1.18009,-1.15733,-1.14392,-1.15198,-1.26829,-1.34922,-1.32185,-1.23462,-1.24018,-1.2117,-1.38694,-2.12327,-6.9179,-3.78637,-2.88675,-0.9549335,-0.9549335
-2.162,-2.325,-2.523,-2.709,-2.67,-2.609,-2.484,-1.535,-1.245,-1.177,-1.226,-1.355,-1.545,-1.604,-1.58,-1.312,-1.257,-1.282,-1.43,-2.032,-6.653,-3.476,-1.197,-1.048,-0.9595
-2.109,-2.28,-2.505,-2.734,-2.644,-2.537,-1.952,-1.437,-1.269,-1.215,-1.216,-1.216,-1.217,-1.49,-2.552,-1.388,-1.51,-1.191,-1.183,-1.632,-5.975,-3.233,-1.109,-1.021,-0.9777
-2.06,-2.497,-2.516,-2.795,-2.734,-2.302,-1.34,-1.292,-1.276,-1.244,-1.244,-1.245,-1.245,-1.342,-1.675,-1.428,-1.301,-1.296,-1.406,-2.161,-4.962,-3.177,-1.12,-1.028,-0.9805
-2.023,-2.205,-2.478,-2.802,-2.759,-2.713,-2.675,-1.648,-1.317,-1.253,-1.254,-1.255,-1.256,-1.371,-1.616,-1.445,-1.314,-1.351,-1.456,-2.168,-4.477,-2.446,-1.091,-1.029,-0.9935
-1.992,-2.386,-2.493,-2.765,-2.684,-2.503,-1.947,-1.436,-1.323,-1.264,-1.264,-1.266,-1.266,-1.53,-1.519,-1.437,-1.356,-1.416,-1.669,-2.317,-4.889,-2.487,-1.101,-1.05,-1.016
-1.968,-2.458,-2.552,-2.852,-2.78,-2.628,-1.913,-1.429,-1.326,-1.262,-1.262,-1.264,-1.264,-1.562,-1.55,-1.455,-1.384,-1.461,-1.739,-2.421,-5.352,-2.418,-1.128,-1.08,-1.045
-1.945,-2.464,-2.536,-2.904,-2.784,-2.617,-1.858,-1.413,-1.325,-1.268,-1.269,-1.271,-1.271,-1.528,-1.524,-1.458,-1.451,-1.54,-1.795,-5.657,-4.448,-2.389,-1.168,-1.137,-1.111
