0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
0.000000000000000000e+00,2.232041677489456255e+06,6.622961400217147544e+06,1.526087179673122987e+07,3.225355231238762662e+07,6.568191378551624715e+07,1.314428953886585236e+08,2.608092929874467552e+08,5.153016138090125918e+08,1.015944304332175136e+09,2.000819222228052855e+09,3.938286046894550323e+09,7.749711872118158340e+09,1.524762958417077827e+10,2.999769231520001221e+10
