0.389488,0.391319,0.35145,0.299535,0.304388,0.330665,0.325938,0.278315,0.225818,0.0875335,0.0330072,0.00300989,0.0937004,0.318307,0.379106,0.433122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.343582,0.32401,0.283582,0.277057,0.287441,0.348146,0.323157,0.273728,0.229707,0.122052,0.0461817,0.00199293,0.0964927,0.336591,0.390692,0.432942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.335904,0.314192,0.282804,0.269815,0.28061,0.351148,0.328652,0.280305,0.241141,0.132354,0.0504088,0.00183354,0.0991473,0.34202,0.393371,0.432807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.323863,0.303582,0.273876,0.258695,0.272566,0.355065,0.335492,0.288568,0.186134,0.144006,0.0564747,0.00485898,0.141296,0.0171786,0.127456,0.108948,0.0967523,0.0679025,0.039979,0.0396956,0.0791797,0.118232,0.352949,0.393973,0.429487
0.308607,0.304342,0.26442,0.244822,0.258965,0.35817,0.341594,0.325635,0.30153,0.189357,0.188752,0.149842,0.147717,0.119608,0.101034,0.11345,0.104144,0.121299,0.0863324,0.0851192,0.00203793,0.11867,0.362515,0.400497,0.429073
0.265591,0.231438,0.229852,0.20762,0.219628,0.355149,0.354192,0.34144,0.322376,0.243381,0.243057,0.230258,0.245774,0.243478,0.229694,0.223484,0.215634,0.109995,0.153656,0.0740045,0.00205782,0.121062,0.365874,0.402575,0.428952
0.214015,0.200415,0.210474,0.177592,0.206151,0.366193,0.362943,0.351518,0.335393,0.270096,0.269913,0.264465,0.284313,0.282285,0.271114,0.266321,0.248625,0.138197,0.201359,0.085153,0.00182936,0.0996407,0.364753,0.402207,0.428547
0.205041,0.186206,0.189847,0.161864,0.174966,0.369244,0.36979,0.345013,0.330114,0.288955,0.28703,0.299881,0.306772,0.295184,0.300948,0.292581,0.278763,0.218513,0.189108,0.0704742,0.00124846,0.0939188,0.365237,0.402413,0.428113
0.208441,0.175768,0.16064,0.155747,0.167015,0.37857,0.373385,0.35095,0.336942,0.304863,0.31934,0.324926,0.315201,0.320525,0.307779,0.31209,0.303877,0.282082,0.203384,0.0748965,0.00108296,0.0957417,0.365746,0.403024,0.428018
0.211653,0.172891,0.170795,0.153653,0.167129,0.378847,0.378327,0.359719,0.345366,0.322459,0.335528,0.338205,0.334061,0.340445,0.325901,0.330704,0.322265,0.305389,0.215236,0.0817385,0.00097948,0.101165,0.368408,0.403696,0.428402
0.218554,0.196226,0.174042,0.152961,0.157364,0.18149,0.30257,0.357299,0.37834,0.377681,0.382299,0.382321,0.37381,0.353762,0.354156,0.362271,0.351667,0.328375,0.234866,0.0891593,0.000825986,0.106575,0.170514,0.4278515,0.4278515
0.224413,0.200764,0.176401,0.153845,0.155735,0.170567,0.289095,0.34612,0.370582,0.379303,0.380705,0.377884,0.349439,0.329833,0.335925,0.356957,0.359839,0.345178,0.252813,0.0967703,0.000701838,0.112472,0.171158,0.427301,0.427301
0.2341,0.2102,0.1815,0.1549,0.1577,0.1624,0.1723,0.2944,0.3552,0.3744,0.3597,0.3289,0.2883,0.2768,0.2801,0.338,0.356,0.3453,0.2434,0.1088,0.001026,0.1272,0.3817,0.4092,0.4262
0.2417,0.2167,0.1844,0.153,0.1588,0.1666,0.2267,0.313,0.3501,0.3653,0.3653,0.3651,0.365,0.2985,0.1491,0.3211,0.2935,0.3607,0.3006,0.1699,0.001846,0.1388,0.3972,0.414,0.4223
0.2478,0.1846,0.1821,0.1461,0.1475,0.1798,0.3322,0.3442,0.3483,0.3573,0.3571,0.3569,0.3568,0.3308,0.2545,0.3093,0.3395,0.3081,0.2401,0.09153,0.005978,0.1432,0.3949,0.4122,0.4215
0.2529,0.2264,0.1873,0.1433,0.1439,0.1457,0.1477,0.2681,0.3375,0.3541,0.3537,0.3536,0.3534,0.3232,0.2649,0.3046,0.3335,0.2863,0.2333,0.09277,0.01119,0.2047,0.4,0.4119,0.4186
0.2572,0.2002,0.1852,0.1403,0.1434,0.1541,0.2164,0.3093,0.3355,0.3499,0.3499,0.3494,0.3492,0.2827,0.2853,0.3054,0.3192,0.2874,0.1875,0.07913,0.008603,0.2002,0.3977,0.4074,0.4138
0.2606,0.1901,0.1771,0.1366,0.1376,0.1441,0.2201,0.3102,0.3339,0.349,0.3488,0.3485,0.3483,0.2734,0.2762,0.2994,0.3087,0.2704,0.1729,0.06976,0.005729,0.2072,0.3923,0.4013,0.4077
0.2639,0.1895,0.1797,0.1309,0.133,0.1406,0.2262,0.3127,0.3315,0.3441,0.3439,0.3433,0.3431,0.2783,0.2784,0.2933,0.285,0.2453,0.1658,0.0141,0.0394,0.2094,0.3839,0.3896,0.3942
