0.0,3861677402.1521063,39730265543.869514,75741300000.0,77257131625.60509,78969864419.08194,79733800000.0,81682357094.01425,81895411959.56332,81955700000.0,81956198200.0,81956255100.0,81956443400.0,81992213800.0,82975363000.0,97780762300.0,,,,,,,,,
0.0,10798734826.140932,24013477080.710293,26518300000.000004,27114270661.839954,27657265899.19215,27915800000.0,28821515903.55339,28958403483.379795,29018600000.0,29018870600.0,29018897700.0,29018952200.0,29050423600.0,29835839900.0,45607247900.0,,,,,,,,,
0.0,8624693876.205238,17093077948.219177,20847300000.0,21321153499.022423,21744367312.31439,21945800000.0,22752210967.096657,22868110488.955193,22928900000.0,23022439127.74513,23031749056.603775,23047400000.0,23080988100.0,23856471700.0,39915020300.0,,,,,,,,,
0.0,5361004783.91583,11645015019.95559,15229700000.0,15591061040.503725,15883890570.049238,16032100000.0,16732549786.143904,16882723436.71243,16887599999.999998,16887971253.848417,16887977377.964508,16887999722.712406,16888091418.937117,16891410193.308342,17019099999.999998,17019379896.357084,17022543359.992575,17023800000.0,17028147900.0,17029451300.0,17029582600.0,17049157400.0,17405411400.0,26097458900.0
0.0,294091259.7387987,7196960116.992207,11003100000.0,11257154502.968552,11466963383.204113,11582700000.0,11961426107.976469,12166234690.87276,12326200000.0,12326205335.54339,12326208497.34688,12326286356.75783,12330385239.757574,12427641524.66853,12457700000.0,12460617880.973457,12462133623.629066,12462200000.0,12462606400.0,12462607200.0,12462722300.0,12477096900.0,12787815300.0,21345748400.0
0.0,2827832057.4250793,5280744202.1881275,5615540000.0,5783000053.663484,5849741001.994935,5911260000.0,6127365274.194065,6257638889.97221,6377620000.0,6377627019.827449,6377627748.10926,6377730921.365718,6377897353.98942,6379775673.698365,6509120000.0,6513588026.966382,6513839957.628074,6513840000.0,6513884420.0,6513888060.0,6513965980.0,6526380330.0,6816330780.0,15391243870.0
0.0,1800726350.2151253,2989494935.467487,3371530000.0,3406562666.6065435,3443368437.436266,3502810000.0,3604296211.501303,3666271307.6928368,3731050000.0,3731056532.6346884,3731056981.753323,3731174058.815631,3731360810.5097876,3732631142.5684123,3862560000.0,3867582391.583129,3867599961.29782,3867600000.0,3867641800.0,3867644520.0,3867678400.0,3878067970.0,4145011140.0,12808680200.0
0.0,1418588207.2845864,2117036272.5207891,2245330000.0,2252296758.498364,2264108571.604549,2289900000.0,2366716027.5307217,2381545648.2516756,2399630000.0,2399636396.964617,2399651941.181185,2399759813.562219,2401243705.628279,2401719301.612273,2531560000.0,2536764240.996259,2536792704.642469,2536800000.0,2536803200.0,2536803480.0,2536812860.0,2546637230.0,2811251250.0,11533649040.0
0.0,1479280545.9503717,1545193289.914482,1582920000.0,1584938154.9866593,1588669835.095716,1600400000.0,1636152397.7831688,1644015490.4287758,1652930000.0,1652972429.4620953,1653257773.4258218,1654504236.943968,1655832633.2165055,1751235543.7894297,1793150000.0,1798194629.672176,1798541695.968966,1798550000.0,1798552320.0,1798552520.0,1798558750.0,1807663440.0,2071939610.0,10814551850.0
0.0,1082847089.3312306,1114471616.1239336,1164160000.0,1165089484.5540729,1167178336.2651408,1173580000.0,1188876486.7767622,1193081647.8071613,1196510000.0,1196542058.2848623,1196589540.4704807,1197929272.2044983,1199322226.1580865,1404546050.5302217,1489390000.0,1495502874.7790687,1495919603.4824078,1495930000.0,1495931700.0,1495931850.0,1495936160.0,1505567300.0,1771428230.0,10523809000.0
