-9.496500556188159914e-01,-8.822326355941044751e-01,-8.118379901847163627e-01,-7.623772916903700514e-01,-6.819015352440486177e-01,-6.282082982770759161e-01,-5.955196755874039294e-01,-5.759335714490427804e-01,-5.574757263751133340e-01,-5.391323800704891367e-01,-5.206049368945792066e-01,-5.052476448415271770e-01,-4.911343094292455191e-01,-4.786801857310292174e-01,-4.694999999999999729e-01
-8.211897309506855924e-01,-7.756801413337014450e-01,-7.372007464925959264e-01,-6.993721054478573285e-01,-6.659337595693320955e-01,-6.365777597658094367e-01,-6.063679647146397178e-01,-5.846414825323180686e-01,-5.698732629486845669e-01,-5.576875160997595282e-01,-5.457268903437755281e-01,-5.341135778732217787e-01,-5.241839372861636370e-01,-5.172440507310291924e-01,-5.117000000000000437e-01
-6.908424522192904149e-01,-6.666946120706798151e-01,-6.385304428241341812e-01,-6.199914906010964843e-01,-6.085652471928202356e-01,-6.008765282005658070e-01,-5.933448602143874817e-01,-5.855831223601408730e-01,-5.802864047366919076e-01,-5.756857950526245160e-01,-5.709650484789158265e-01,-5.676017653366108862e-01,-5.645394568430818216e-01,-5.613000000000000211e-01,-5.576999999999999735e-01
-6.982290642584747520e-01,-6.458832985220672729e-01,-6.301783384923806963e-01,-6.166432721039249998e-01,-6.093062658650302277e-01,-6.063874353701689257e-01,-6.056562236222451379e-01,-6.043177994687631838e-01,-6.015134764911278520e-01,-5.991756580141698318e-01,-5.969059081859439120e-01,-5.940154872683054421e-01,-5.919999999999999707e-01,-5.898999999999999799e-01,-5.875000000000000222e-01
-7.138166588633334531e-01,-6.958015035737679099e-01,-6.603617080418455743e-01,-6.533858681882895869e-01,-6.481973934830859152e-01,-6.475243494378367659e-01,-6.481285269432286444e-01,-6.485999999999999543e-01,-6.485239206813909751e-01,-6.477465560124244792e-01,-6.464768061859438308e-01,-6.446009362683053912e-01,-6.423895104430817904e-01,-6.408000000000000362e-01,-6.399000000000000243e-01
-7.838887428640642918e-01,-7.650081525467820054e-01,-7.344473217000317966e-01,-7.194053059617629975e-01,-6.985689361493460092e-01,-6.958719408157861830e-01,-6.950896143992901788e-01,-6.953912470677874325e-01,-6.952542606113910617e-01,-6.948536179162295712e-01,-6.942687429929720322e-01,-6.935000000000000053e-01,-6.925198503430818331e-01,-6.929999999999999494e-01,-6.952000000000000401e-01
-7.990358442484610801e-01,-7.881332133377705329e-01,-7.735171416142051504e-01,-7.263139228839226025e-01,-7.194522706265135126e-01,-7.176568112082897244e-01,-7.173000000000000487e-01,-7.176000000000000156e-01,-7.178999999999999826e-01,-7.180999999999999606e-01,-7.177999999999999936e-01,-7.175000000000000266e-01,-7.199999999999999734e-01,-7.251999999999999558e-01,-7.268000000000000016e-01
-8.129198858144255357e-01,-8.030238837947414332e-01,-7.746374824293308370e-01,-7.507769390320668812e-01,-7.365148850732567976e-01,-7.356030611282896592e-01,-7.349999999999999867e-01,-7.350999999999999757e-01,-7.356000000000000316e-01,-7.358999999999999986e-01,-7.350999999999999757e-01,-7.336000000000000298e-01,-7.359999999999999876e-01,-7.406000000000000361e-01,-7.416000000000000369e-01
-8.329934996098801170e-01,-8.157561827115025199e-01,-7.805852509237416470e-01,-7.701479034419612679e-01,-7.493616230233466347e-01,-7.478000000000000203e-01,-7.475000000000000533e-01,-7.473999999999999533e-01,-7.479000000000000092e-01,-7.454345942173564721e-01,-7.403999999999999471e-01,-7.391122406338910267e-01,-7.453999999999999515e-01,-7.518000000000000238e-01,-7.529000000000000137e-01
-8.500402396405197791e-01,-8.225675883478651418e-01,-7.872817676656667096e-01,-7.768497686493019971e-01,-7.671618602390809505e-01,-7.567890711117103431e-01,-7.566000000000000503e-01,-7.567000000000000393e-01,-7.567000000000000393e-01,-7.505056802173564190e-01,-7.451999999999999735e-01,-7.434411546338910437e-01,-7.532999999999999696e-01,-7.627000000000000446e-01,-7.651999999999999913e-01
-8.625463071988958008e-01,-8.276610206544654513e-01,-7.940433931841569537e-01,-7.827870410651768251e-01,-7.787865227020179804e-01,-7.655367254077658501e-01,-7.641999999999999904e-01,-7.643999999999999684e-01,-7.635873540278197424e-01,-7.567000000000000393e-01,-7.520000000000000018e-01,-7.496000000000000441e-01,-7.480999999999999872e-01,-7.668592053794155428e-01,-7.731999999999999984e-01
-8.693072215316292040e-01,-8.314232712133428072e-01,-8.015022146205950104e-01,-7.883449618261574310e-01,-7.836699560242657014e-01,-7.765556913711864073e-01,-7.700000000000000178e-01,-7.702999999999999847e-01,-7.694490324278197013e-01,-7.641999999999999904e-01,-7.620000000000000107e-01,-7.614999999999999547e-01,-7.614999999999999547e-01,-7.616000000000000547e-01,-7.616000000000000547e-01
-8.749009458834825503e-01,-8.353056741002299335e-01,-8.072045082488805701e-01,-7.931639773029205420e-01,-7.875681037887611868e-01,-7.850151605848690872e-01,-7.745796675924536689e-01,-7.756974941557488457e-01,-7.760000000000000231e-01,-7.740000000000000213e-01,-7.735999999999999543e-01,-7.735999999999999543e-01,-7.737000000000000544e-01,-7.738000000000000433e-01,-7.738000000000000433e-01
-8.799420200032374018e-01,-8.394288884230953762e-01,-8.129400089142244656e-01,-7.983248892823539000e-01,-7.914872548642657435e-01,-7.890031218248690914e-01,-7.821432839849072893e-01,-7.807015069557489140e-01,-7.818000000000000504e-01,-7.818000000000000504e-01,-7.818000000000000504e-01,-7.819000000000000394e-01,-7.819000000000000394e-01,-7.820000000000000284e-01,-7.820000000000000284e-01
